"","PA","SZ","YOUNG","ECONOMY ACTIVE","AGED","TOTAL","DEPENDENCY"
"367","BUKIT MERAH","DEPOT ROAD",300,480,90,2852,0.8125
"368","BUKIT MERAH","DEPOT ROAD",50,100,30,2212,0.8
"369","BUKIT MERAH","DEPOT ROAD",250,570,200,3032,0.789473684210526
"370","BUKIT MERAH","EVERTON PARK",80,250,110,2452,0.76
"371","BUKIT MERAH","EVERTON PARK",150,400,240,2822,0.975
"372","BUKIT MERAH","EVERTON PARK",190,510,330,3042,1.01960784313725
"373","BUKIT MERAH","EVERTON PARK",110,340,230,2742,1
"374","BUKIT MERAH","EVERTON PARK",150,470,340,3012,1.04255319148936
"375","BUKIT MERAH","EVERTON PARK",0,10,0,2032,0
"376","BUKIT MERAH","EVERTON PARK",80,250,100,2452,0.72
"377","BUKIT MERAH","EVERTON PARK",140,310,210,2682,1.12903225806452
"378","BUKIT MERAH","EVERTON PARK",180,470,250,2922,0.914893617021277
"379","BUKIT MERAH","EVERTON PARK",100,310,180,2642,0.903225806451613
"380","BUKIT MERAH","EVERTON PARK",170,400,240,2842,1.025
"381","BUKIT MERAH","EVERTON PARK",0,20,10,2062,0.5
"382","BUKIT MERAH","HENDERSON HILL",300,650,630,3562,1.43076923076923
"383","BUKIT MERAH","HENDERSON HILL",120,310,90,2542,0.67741935483871
"384","BUKIT MERAH","HENDERSON HILL",90,240,130,2472,0.916666666666667
"385","BUKIT MERAH","HENDERSON HILL",360,1220,1000,4662,1.11475409836066
"386","BUKIT MERAH","HENDERSON HILL",280,700,280,3242,0.8
"387","BUKIT MERAH","HENDERSON HILL",320,770,790,3852,1.44155844155844
"388","BUKIT MERAH","HENDERSON HILL",180,280,80,2542,0.928571428571429
"389","BUKIT MERAH","HENDERSON HILL",110,230,130,2462,1.04347826086957
"390","BUKIT MERAH","HENDERSON HILL",350,1140,750,4272,0.964912280701754
"391","BUKIT MERAH","HENDERSON HILL",300,700,240,3182,0.771428571428571
"392","BUKIT MERAH","KAMPONG TIONG BAHRU",300,610,510,3412,1.32786885245902
"393","BUKIT MERAH","KAMPONG TIONG BAHRU",150,440,330,2952,1.09090909090909
"394","BUKIT MERAH","KAMPONG TIONG BAHRU",60,130,70,2272,1
"395","BUKIT MERAH","KAMPONG TIONG BAHRU",150,540,470,3232,1.14814814814815
"396","BUKIT MERAH","KAMPONG TIONG BAHRU",60,200,160,2432,1.1
"397","BUKIT MERAH","KAMPONG TIONG BAHRU",0,10,40,2072,4
"398","BUKIT MERAH","KAMPONG TIONG BAHRU",300,700,600,3592,1.28571428571429
"399","BUKIT MERAH","KAMPONG TIONG BAHRU",190,430,270,2902,1.06976744186047
"400","BUKIT MERAH","KAMPONG TIONG BAHRU",30,120,60,2222,0.75
"401","BUKIT MERAH","KAMPONG TIONG BAHRU",180,560,370,3142,0.982142857142857
"402","BUKIT MERAH","KAMPONG TIONG BAHRU",40,180,150,2392,1.05555555555556
"403","BUKIT MERAH","KAMPONG TIONG BAHRU",0,10,40,2072,4
"404","BUKIT MERAH","MARITIME SQUARE",130,300,40,2502,0.566666666666667
"405","BUKIT MERAH","MARITIME SQUARE",390,720,150,3232,0.75
"406","BUKIT MERAH","MARITIME SQUARE",10,50,0,2092,0.2
"407","BUKIT MERAH","MARITIME SQUARE",50,150,30,2272,0.533333333333333
"408","BUKIT MERAH","MARITIME SQUARE",0,20,70,2122,3.5
"409","BUKIT MERAH","MARITIME SQUARE",130,250,40,2472,0.68
"410","BUKIT MERAH","MARITIME SQUARE",360,630,150,3162,0.80952380952381
"411","BUKIT MERAH","MARITIME SQUARE",10,60,0,2102,0.166666666666667
"412","BUKIT MERAH","MARITIME SQUARE",50,130,40,2252,0.692307692307692
"413","BUKIT MERAH","MARITIME SQUARE",0,60,130,2222,2.16666666666667
"414","BUKIT MERAH","REDHILL",190,420,380,2992,1.35714285714286
"415","BUKIT MERAH","REDHILL",390,740,200,3342,0.797297297297297
"416","BUKIT MERAH","REDHILL",300,720,250,3242,0.763888888888889
"417","BUKIT MERAH","REDHILL",50,190,30,2302,0.421052631578947
"418","BUKIT MERAH","REDHILL",470,1000,270,3762,0.74
"419","BUKIT MERAH","REDHILL",180,480,500,3172,1.41666666666667
"420","BUKIT MERAH","REDHILL",390,650,180,3252,0.876923076923077
"421","BUKIT MERAH","REDHILL",310,630,230,3132,0.857142857142857
"422","BUKIT MERAH","REDHILL",60,170,40,2302,0.588235294117647
"423","BUKIT MERAH","REDHILL",480,900,190,3602,0.744444444444444
"424","BUKIT MERAH","TELOK BLANGAH DRIVE",140,280,380,2782,1.85714285714286
"425","BUKIT MERAH","TELOK BLANGAH DRIVE",320,700,440,3482,1.08571428571429
"426","BUKIT MERAH","TELOK BLANGAH DRIVE",150,310,160,2632,1
"427","BUKIT MERAH","TELOK BLANGAH DRIVE",350,1250,770,4452,0.896
"428","BUKIT MERAH","TELOK BLANGAH DRIVE",1160,2600,960,6652,0.815384615384615
"429","BUKIT MERAH","TELOK BLANGAH DRIVE",0,10,0,2032,0
"430","BUKIT MERAH","TELOK BLANGAH DRIVE",170,320,300,2782,1.46875
"431","BUKIT MERAH","TELOK BLANGAH DRIVE",310,610,350,3282,1.08196721311475
"432","BUKIT MERAH","TELOK BLANGAH DRIVE",140,270,130,2542,1
"433","BUKIT MERAH","TELOK BLANGAH DRIVE",360,1140,610,4142,0.850877192982456
"434","BUKIT MERAH","TELOK BLANGAH DRIVE",1210,2560,740,6372,0.76171875
"435","BUKIT MERAH","TELOK BLANGAH RISE",240,480,360,3092,1.25
"436","BUKIT MERAH","TELOK BLANGAH RISE",320,860,750,3972,1.24418604651163
"437","BUKIT MERAH","TELOK BLANGAH RISE",160,380,230,2772,1.02631578947368
"438","BUKIT MERAH","TELOK BLANGAH RISE",150,620,590,3432,1.19354838709677
"439","BUKIT MERAH","TELOK BLANGAH RISE",140,450,360,2982,1.11111111111111
"440","BUKIT MERAH","TELOK BLANGAH RISE",210,510,310,3042,1.01960784313725
"441","BUKIT MERAH","TELOK BLANGAH RISE",350,840,590,3762,1.11904761904762
"442","BUKIT MERAH","TELOK BLANGAH RISE",190,350,190,2712,1.08571428571429
"443","BUKIT MERAH","TELOK BLANGAH RISE",160,500,410,3122,1.14
"444","BUKIT MERAH","TELOK BLANGAH RISE",180,420,290,2862,1.11904761904762
"445","BUKIT MERAH","TELOK BLANGAH WAY",100,350,390,2872,1.4
"446","BUKIT MERAH","TELOK BLANGAH WAY",170,330,140,2652,0.939393939393939
"447","BUKIT MERAH","TELOK BLANGAH WAY",30,90,50,2202,0.888888888888889
"448","BUKIT MERAH","TELOK BLANGAH WAY",250,840,700,3822,1.13095238095238
"449","BUKIT MERAH","TELOK BLANGAH WAY",160,350,180,2722,0.971428571428571
"450","BUKIT MERAH","TELOK BLANGAH WAY",100,440,590,3172,1.56818181818182
"451","BUKIT MERAH","TELOK BLANGAH WAY",170,310,130,2632,0.967741935483871
"452","BUKIT MERAH","TELOK BLANGAH WAY",50,80,40,2182,1.125
"453","BUKIT MERAH","TELOK BLANGAH WAY",270,880,530,3712,0.909090909090909
"454","BUKIT MERAH","TELOK BLANGAH WAY",180,330,150,2682,1
"455","BUKIT MERAH","TIONG BAHRU",20,90,100,2242,1.33333333333333
"456","BUKIT MERAH","TIONG BAHRU",450,870,350,3652,0.919540229885057
"457","BUKIT MERAH","TIONG BAHRU",50,80,50,2192,1.25
"458","BUKIT MERAH","TIONG BAHRU",120,460,340,2962,1
"459","BUKIT MERAH","TIONG BAHRU",660,1930,900,5502,0.808290155440414
"460","BUKIT MERAH","TIONG BAHRU",10,30,20,2082,1
"461","BUKIT MERAH","TIONG BAHRU",20,80,70,2192,1.125
"462","BUKIT MERAH","TIONG BAHRU",390,720,300,3452,0.958333333333333
"463","BUKIT MERAH","TIONG BAHRU",40,90,40,2182,0.888888888888889
"464","BUKIT MERAH","TIONG BAHRU",110,390,240,2792,0.897435897435897
"465","BUKIT MERAH","TIONG BAHRU",750,1750,660,5152,0.805714285714286
"466","BUKIT MERAH","TIONG BAHRU",0,50,10,2092,0.2
"467","BUKIT MERAH","TIONG BAHRU STATION",290,560,350,3162,1.14285714285714
"468","BUKIT MERAH","TIONG BAHRU STATION",550,1210,460,4282,0.834710743801653
"469","BUKIT MERAH","TIONG BAHRU STATION",180,450,280,2922,1.02222222222222
"470","BUKIT MERAH","TIONG BAHRU STATION",0,30,0,2052,0
"471","BUKIT MERAH","TIONG BAHRU STATION",630,1810,870,5352,0.828729281767956
"472","BUKIT MERAH","TIONG BAHRU STATION",280,500,370,3132,1.3
"473","BUKIT MERAH","TIONG BAHRU STATION",610,1150,370,4122,0.852173913043478
"474","BUKIT MERAH","TIONG BAHRU STATION",170,400,250,2822,1.05
"475","BUKIT MERAH","TIONG BAHRU STATION",610,1540,640,4832,0.811688311688312
"476","BUKIT PANJANG","BANGKIT",950,2470,1350,6662,0.931174089068826
"477","BUKIT PANJANG","BANGKIT",720,1730,860,5212,0.913294797687861
"478","BUKIT PANJANG","BANGKIT",310,850,450,3622,0.894117647058824
"479","BUKIT PANJANG","BANGKIT",280,720,380,3352,0.916666666666667
"480","BUKIT PANJANG","BANGKIT",1020,2480,1320,6672,0.943548387096774
"481","BUKIT PANJANG","BANGKIT",810,1640,810,5102,0.98780487804878
"482","BUKIT PANJANG","BANGKIT",300,850,390,3542,0.811764705882353
"483","BUKIT PANJANG","BANGKIT",300,730,330,3352,0.863013698630137
"484","BUKIT PANJANG","DAIRY FARM",0,40,0,2072,0
"485","BUKIT PANJANG","DAIRY FARM",350,610,120,3092,0.770491803278688
"486","BUKIT PANJANG","DAIRY FARM",570,1070,460,4012,0.962616822429907
"487","BUKIT PANJANG","DAIRY FARM",60,130,20,2232,0.615384615384615
"488","BUKIT PANJANG","DAIRY FARM",100,200,10,2322,0.55
"489","BUKIT PANJANG","DAIRY FARM",0,30,0,2062,0
"490","BUKIT PANJANG","DAIRY FARM",390,600,120,3082,0.85
"491","BUKIT PANJANG","DAIRY FARM",530,1000,480,3912,1.01
"492","BUKIT PANJANG","DAIRY FARM",40,120,0,2192,0.333333333333333
"493","BUKIT PANJANG","DAIRY FARM",80,170,20,2282,0.588235294117647
"494","BUKIT PANJANG","FAJAR",40,90,140,2292,2
"495","BUKIT PANJANG","FAJAR",1350,2970,1080,7222,0.818181818181818
"496","BUKIT PANJANG","FAJAR",780,1830,780,5282,0.852459016393443
"497","BUKIT PANJANG","FAJAR",290,570,150,2972,0.771929824561403
"498","BUKIT PANJANG","FAJAR",1150,2320,530,5842,0.724137931034483
"499","BUKIT PANJANG","FAJAR",20,90,140,2262,1.77777777777778
"500","BUKIT PANJANG","FAJAR",1490,2960,1080,7292,0.868243243243243
"501","BUKIT PANJANG","FAJAR",860,1770,810,5312,0.943502824858757
"502","BUKIT PANJANG","FAJAR",250,510,140,2872,0.764705882352941
"503","BUKIT PANJANG","FAJAR",1190,2190,520,5722,0.780821917808219
"504","BUKIT PANJANG","JELEBU",10,130,0,2172,0.0769230769230769
"505","BUKIT PANJANG","JELEBU",1220,3070,1400,7572,0.853420195439739
"506","BUKIT PANJANG","JELEBU",1540,3440,1440,8162,0.866279069767442
"507","BUKIT PANJANG","JELEBU",370,1100,640,4132,0.918181818181818
"508","BUKIT PANJANG","JELEBU",320,780,310,3422,0.807692307692308
"509","BUKIT PANJANG","JELEBU",20,80,0,2122,0.25
"510","BUKIT PANJANG","JELEBU",1310,3050,1360,7452,0.875409836065574
"511","BUKIT PANJANG","JELEBU",1590,3350,1510,8072,0.925373134328358
"512","BUKIT PANJANG","JELEBU",360,970,600,3932,0.989690721649485
"513","BUKIT PANJANG","JELEBU",320,780,300,3382,0.794871794871795
"514","BUKIT PANJANG","NATURE RESERVE",200,370,120,2712,0.864864864864865
"515","BUKIT PANJANG","NATURE RESERVE",330,630,280,3232,0.968253968253968
"516","BUKIT PANJANG","NATURE RESERVE",30,60,30,2152,1
"517","BUKIT PANJANG","NATURE RESERVE",200,320,110,2632,0.96875
"518","BUKIT PANJANG","NATURE RESERVE",310,610,260,3132,0.934426229508197
"519","BUKIT PANJANG","NATURE RESERVE",20,70,30,2142,0.714285714285714
"520","BUKIT PANJANG","SAUJANA",20,80,40,2152,0.75
"521","BUKIT PANJANG","SAUJANA",1310,2780,930,6812,0.805755395683453
"522","BUKIT PANJANG","SAUJANA",1210,2470,850,6322,0.834008097165992
"523","BUKIT PANJANG","SAUJANA",130,230,40,2412,0.739130434782609
"524","BUKIT PANJANG","SAUJANA",970,1930,440,5182,0.730569948186529
"525","BUKIT PANJANG","SAUJANA",30,60,30,2142,1
"526","BUKIT PANJANG","SAUJANA",1370,2750,970,6762,0.850909090909091
"527","BUKIT PANJANG","SAUJANA",1260,2410,920,6332,0.904564315352697
"528","BUKIT PANJANG","SAUJANA",110,200,30,2342,0.7
"529","BUKIT PANJANG","SAUJANA",1030,1890,370,5112,0.740740740740741
"530","BUKIT PANJANG","SENJA",160,410,380,2972,1.31707317073171
"531","BUKIT PANJANG","SENJA",1040,1960,540,5482,0.806122448979592
"532","BUKIT PANJANG","SENJA",210,430,170,2812,0.883720930232558
"533","BUKIT PANJANG","SENJA",140,270,80,2492,0.814814814814815
"534","BUKIT PANJANG","SENJA",1460,2990,770,7042,0.745819397993311
"535","BUKIT PANJANG","SENJA",190,400,360,2962,1.375
"536","BUKIT PANJANG","SENJA",1120,1980,510,5472,0.823232323232323
"537","BUKIT PANJANG","SENJA",220,400,160,2752,0.95
"538","BUKIT PANJANG","SENJA",130,230,50,2402,0.782608695652174
"539","BUKIT PANJANG","SENJA",1460,2900,740,6922,0.758620689655172
"540","BUKIT PANJANG","SENJA",0,20,110,2152,5.5
"541","BUKIT TIMAH","ANAK BUKIT",30,180,130,2372,0.888888888888889
"542","BUKIT TIMAH","ANAK BUKIT",390,890,450,3722,0.943820224719101
"543","BUKIT TIMAH","ANAK BUKIT",2080,4080,2130,10022,1.03186274509804
"544","BUKIT TIMAH","ANAK BUKIT",50,140,30,2252,0.571428571428571
"545","BUKIT TIMAH","ANAK BUKIT",200,450,150,2802,0.777777777777778
"546","BUKIT TIMAH","ANAK BUKIT",20,50,30,2122,1
"547","BUKIT TIMAH","ANAK BUKIT",20,130,70,2252,0.692307692307692
"548","BUKIT TIMAH","ANAK BUKIT",410,790,410,3592,1.0379746835443
"549","BUKIT TIMAH","ANAK BUKIT",2090,3890,1980,9542,1.04627249357326
"550","BUKIT TIMAH","ANAK BUKIT",50,130,20,2222,0.538461538461538
"551","BUKIT TIMAH","ANAK BUKIT",190,400,110,2682,0.75
"552","BUKIT TIMAH","ANAK BUKIT",30,50,20,2122,1
"553","BUKIT TIMAH","CORONATION ROAD",10,20,0,2042,0.5
"554","BUKIT TIMAH","CORONATION ROAD",60,70,10,2152,1
"555","BUKIT TIMAH","CORONATION ROAD",980,1530,670,5062,1.07843137254902
"556","BUKIT TIMAH","CORONATION ROAD",10,20,0,2042,0.5
"557","BUKIT TIMAH","CORONATION ROAD",60,90,0,2142,0.666666666666667
"558","BUKIT TIMAH","CORONATION ROAD",130,90,0,2192,1.44444444444444
"559","BUKIT TIMAH","CORONATION ROAD",40,60,0,2122,0.666666666666667
"560","BUKIT TIMAH","CORONATION ROAD",780,1340,600,4652,1.02985074626866
"561","BUKIT TIMAH","CORONATION ROAD",0,10,0,2032,0
"562","BUKIT TIMAH","CORONATION ROAD",40,50,0,2112,0.8
"563","BUKIT TIMAH","CORONATION ROAD",20,50,0,2102,0.4
"564","BUKIT TIMAH","FARRER COURT",20,80,0,2122,0.25
"565","BUKIT TIMAH","FARRER COURT",120,200,30,2362,0.75
"566","BUKIT TIMAH","FARRER COURT",690,1040,280,3942,0.932692307692308
"567","BUKIT TIMAH","FARRER COURT",100,260,180,2542,1.07692307692308
"568","BUKIT TIMAH","FARRER COURT",100,230,90,2442,0.826086956521739
"569","BUKIT TIMAH","FARRER COURT",0,10,0,2032,0
"570","BUKIT TIMAH","FARRER COURT",10,50,0,2082,0.2
"571","BUKIT TIMAH","FARRER COURT",140,180,30,2372,0.944444444444444
"572","BUKIT TIMAH","FARRER COURT",600,910,260,3732,0.945054945054945
"573","BUKIT TIMAH","FARRER COURT",70,210,130,2432,0.952380952380952
"574","BUKIT TIMAH","FARRER COURT",130,230,70,2432,0.869565217391304
"575","BUKIT TIMAH","FARRER COURT",0,30,10,2062,0.333333333333333
"576","BUKIT TIMAH","HILLCREST",30,70,0,2102,0.428571428571429
"577","BUKIT TIMAH","HILLCREST",160,220,20,2372,0.818181818181818
"578","BUKIT TIMAH","HILLCREST",1440,2160,890,6232,1.0787037037037
"579","BUKIT TIMAH","HILLCREST",50,110,0,2162,0.454545454545455
"580","BUKIT TIMAH","HILLCREST",160,290,30,2432,0.655172413793103
"581","BUKIT TIMAH","HILLCREST",110,120,0,2192,0.916666666666667
"582","BUKIT TIMAH","HILLCREST",10,40,0,2062,0.25
"583","BUKIT TIMAH","HILLCREST",80,150,10,2262,0.6
"584","BUKIT TIMAH","HILLCREST",990,1750,810,5472,1.02857142857143
"585","BUKIT TIMAH","HILLCREST",20,60,0,2102,0.333333333333333
"586","BUKIT TIMAH","HILLCREST",60,190,20,2282,0.421052631578947
"587","BUKIT TIMAH","HILLCREST",0,50,10,2092,0.2
"588","BUKIT TIMAH","HOLLAND ROAD",10,50,0,2072,0.2
"589","BUKIT TIMAH","HOLLAND ROAD",200,290,50,2522,0.862068965517241
"590","BUKIT TIMAH","HOLLAND ROAD",1680,2520,950,6902,1.04365079365079
"591","BUKIT TIMAH","HOLLAND ROAD",20,60,20,2122,0.666666666666667
"592","BUKIT TIMAH","HOLLAND ROAD",260,420,70,2702,0.785714285714286
"593","BUKIT TIMAH","HOLLAND ROAD",10,10,0,2052,1
"594","BUKIT TIMAH","HOLLAND ROAD",0,20,0,2052,0
"595","BUKIT TIMAH","HOLLAND ROAD",140,230,40,2412,0.782608695652174
"596","BUKIT TIMAH","HOLLAND ROAD",1250,2040,870,6022,1.03921568627451
"597","BUKIT TIMAH","HOLLAND ROAD",20,60,0,2102,0.333333333333333
"598","BUKIT TIMAH","HOLLAND ROAD",110,270,30,2462,0.518518518518518
"599","BUKIT TIMAH","HOLLAND ROAD",0,10,0,2042,0
"600","BUKIT TIMAH","LEEDON PARK",0,20,0,2042,0
"601","BUKIT TIMAH","LEEDON PARK",20,70,30,2152,0.714285714285714
"602","BUKIT TIMAH","LEEDON PARK",910,1650,700,5172,0.975757575757576
"603","BUKIT TIMAH","LEEDON PARK",0,50,10,2082,0.2
"604","BUKIT TIMAH","LEEDON PARK",40,80,10,2142,0.625
"605","BUKIT TIMAH","LEEDON PARK",0,10,0,2032,0
"606","BUKIT TIMAH","LEEDON PARK",40,60,20,2142,1
"607","BUKIT TIMAH","LEEDON PARK",780,1400,620,4742,1
"608","BUKIT TIMAH","LEEDON PARK",0,30,0,2062,0
"609","BUKIT TIMAH","LEEDON PARK",0,50,10,2092,0.2
"610","BUKIT TIMAH","SWISS CLUB",0,30,0,2052,0
"611","BUKIT TIMAH","SWISS CLUB",170,250,20,2432,0.76
"612","BUKIT TIMAH","SWISS CLUB",650,1190,510,4242,0.974789915966387
"613","BUKIT TIMAH","SWISS CLUB",10,50,10,2092,0.4
"614","BUKIT TIMAH","SWISS CLUB",60,80,0,2142,0.75
"615","BUKIT TIMAH","SWISS CLUB",0,30,0,2052,0
"616","BUKIT TIMAH","SWISS CLUB",110,210,20,2352,0.619047619047619
"617","BUKIT TIMAH","SWISS CLUB",600,1050,500,4042,1.04761904761905
"618","BUKIT TIMAH","SWISS CLUB",10,30,0,2072,0.333333333333333
"619","BUKIT TIMAH","SWISS CLUB",20,50,0,2092,0.4
"620","BUKIT TIMAH","SWISS CLUB",0,10,0,2042,0
"621","BUKIT TIMAH","ULU PANDAN",70,140,60,2292,0.928571428571429
"622","BUKIT TIMAH","ULU PANDAN",1410,2580,1320,7192,1.05813953488372
"623","BUKIT TIMAH","ULU PANDAN",50,130,50,2262,0.769230769230769
"624","BUKIT TIMAH","ULU PANDAN",10,10,0,2042,1
"625","BUKIT TIMAH","ULU PANDAN",100,150,60,2302,1.06666666666667
"626","BUKIT TIMAH","ULU PANDAN",1390,2470,1220,6842,1.05668016194332
"627","BUKIT TIMAH","ULU PANDAN",70,120,20,2212,0.75
"628","CHANGI","CHANGI POINT",0,10,0,2042,0
"629","CHANGI","CHANGI POINT",20,90,50,2182,0.777777777777778
"630","CHANGI","CHANGI POINT",0,10,0,2032,0
"631","CHANGI","CHANGI POINT",30,80,50,2182,1
"632","CHANGI","CHANGI WEST",50,90,40,2192,1
"633","CHANGI","CHANGI WEST",220,310,10,2522,0.741935483870968
"634","CHANGI","CHANGI WEST",10,70,40,2142,0.714285714285714
"635","CHANGI","CHANGI WEST",210,290,0,2522,0.724137931034483
"636","CHOA CHU KANG","CHOA CHU KANG CENTRAL",1770,3920,1160,8642,0.747448979591837
"637","CHOA CHU KANG","CHOA CHU KANG CENTRAL",970,2190,820,5792,0.817351598173516
"638","CHOA CHU KANG","CHOA CHU KANG CENTRAL",0,40,10,2082,0.25
"639","CHOA CHU KANG","CHOA CHU KANG CENTRAL",240,450,40,2742,0.622222222222222
"640","CHOA CHU KANG","CHOA CHU KANG CENTRAL",1840,3810,1220,8602,0.803149606299213
"641","CHOA CHU KANG","CHOA CHU KANG CENTRAL",1050,2210,860,5832,0.864253393665158
"642","CHOA CHU KANG","CHOA CHU KANG CENTRAL",10,20,0,2062,0.5
"643","CHOA CHU KANG","CHOA CHU KANG CENTRAL",260,440,50,2752,0.704545454545455
"644","CHOA CHU KANG","CHOA CHU KANG NORTH",190,290,300,2762,1.68965517241379
"645","CHOA CHU KANG","CHOA CHU KANG NORTH",1240,3100,840,6932,0.670967741935484
"646","CHOA CHU KANG","CHOA CHU KANG NORTH",2550,5810,1690,11352,0.729776247848537
"647","CHOA CHU KANG","CHOA CHU KANG NORTH",70,150,40,2282,0.733333333333333
"648","CHOA CHU KANG","CHOA CHU KANG NORTH",100,220,10,2332,0.5
"649","CHOA CHU KANG","CHOA CHU KANG NORTH",170,300,250,2692,1.4
"650","CHOA CHU KANG","CHOA CHU KANG NORTH",1240,2930,880,6772,0.723549488054608
"651","CHOA CHU KANG","CHOA CHU KANG NORTH",2670,5830,1850,11452,0.775300171526587
"652","CHOA CHU KANG","CHOA CHU KANG NORTH",80,140,40,2272,0.857142857142857
"653","CHOA CHU KANG","CHOA CHU KANG NORTH",100,220,10,2342,0.5
"654","CHOA CHU KANG","CHOA CHU KANG NORTH",0,10,80,2112,8
"655","CHOA CHU KANG","KEAT HONG",360,630,110,3042,0.746031746031746
"656","CHOA CHU KANG","KEAT HONG",2480,5150,1010,10212,0.677669902912621
"657","CHOA CHU KANG","KEAT HONG",690,1600,560,4722,0.78125
"658","CHOA CHU KANG","KEAT HONG",290,700,150,3142,0.628571428571429
"659","CHOA CHU KANG","KEAT HONG",2160,4060,430,8122,0.637931034482759
"660","CHOA CHU KANG","KEAT HONG",360,580,130,2992,0.844827586206897
"661","CHOA CHU KANG","KEAT HONG",2740,5070,1120,10452,0.761341222879684
"662","CHOA CHU KANG","KEAT HONG",700,1530,650,4722,0.882352941176471
"663","CHOA CHU KANG","KEAT HONG",370,720,120,3152,0.680555555555556
"664","CHOA CHU KANG","KEAT HONG",2120,3820,400,7862,0.659685863874346
"665","CHOA CHU KANG","PENG SIANG",0,10,170,2202,17
"666","CHOA CHU KANG","PENG SIANG",2350,5490,1810,11252,0.757741347905282
"667","CHOA CHU KANG","PENG SIANG",880,2230,890,5842,0.79372197309417
"668","CHOA CHU KANG","PENG SIANG",110,220,60,2402,0.772727272727273
"669","CHOA CHU KANG","PENG SIANG",970,2010,360,5212,0.661691542288557
"670","CHOA CHU KANG","PENG SIANG",0,10,50,2082,5
"671","CHOA CHU KANG","PENG SIANG",2540,5440,1830,11362,0.803308823529412
"672","CHOA CHU KANG","PENG SIANG",920,2160,940,5792,0.861111111111111
"673","CHOA CHU KANG","PENG SIANG",90,180,60,2342,0.833333333333333
"674","CHOA CHU KANG","PENG SIANG",1100,1990,310,5272,0.708542713567839
"675","CHOA CHU KANG","PENG SIANG",0,10,120,2152,12
"676","CHOA CHU KANG","TECK WHYE",280,510,230,2992,1
"677","CHOA CHU KANG","TECK WHYE",730,2020,1010,5652,0.861386138613861
"678","CHOA CHU KANG","TECK WHYE",740,1840,820,5292,0.847826086956522
"679","CHOA CHU KANG","TECK WHYE",390,1000,540,3912,0.93
"680","CHOA CHU KANG","TECK WHYE",410,1060,590,4052,0.943396226415094
"681","CHOA CHU KANG","TECK WHYE",300,590,240,3062,0.915254237288136
"682","CHOA CHU KANG","TECK WHYE",820,2060,1020,5732,0.893203883495146
"683","CHOA CHU KANG","TECK WHYE",730,1850,850,5272,0.854054054054054
"684","CHOA CHU KANG","TECK WHYE",410,1000,430,3782,0.84
"685","CHOA CHU KANG","TECK WHYE",450,1110,550,4072,0.900900900900901
"686","CHOA CHU KANG","YEW TEE",2630,5340,1510,11292,0.775280898876405
"687","CHOA CHU KANG","YEW TEE",1850,4300,1380,9142,0.751162790697674
"688","CHOA CHU KANG","YEW TEE",910,1980,660,5512,0.792929292929293
"689","CHOA CHU KANG","YEW TEE",2770,5290,1540,11272,0.814744801512287
"690","CHOA CHU KANG","YEW TEE",1960,4200,1490,9112,0.821428571428571
"691","CHOA CHU KANG","YEW TEE",920,1890,640,5412,0.825396825396825
"692","CLEMENTI","CLEMENTI CENTRAL",0,10,20,2052,2
"693","CLEMENTI","CLEMENTI CENTRAL",380,620,150,3132,0.854838709677419
"694","CLEMENTI","CLEMENTI CENTRAL",300,520,220,3032,1
"695","CLEMENTI","CLEMENTI CENTRAL",280,830,660,3832,1.13253012048193
"696","CLEMENTI","CLEMENTI CENTRAL",720,1820,1060,5542,0.978021978021978
"697","CLEMENTI","CLEMENTI CENTRAL",10,20,60,2122,3.5
"698","CLEMENTI","CLEMENTI CENTRAL",380,590,130,3082,0.864406779661017
"699","CLEMENTI","CLEMENTI CENTRAL",290,520,200,2992,0.942307692307692
"700","CLEMENTI","CLEMENTI CENTRAL",250,750,500,3532,1
"701","CLEMENTI","CLEMENTI CENTRAL",750,1690,770,5162,0.899408284023669
"702","CLEMENTI","CLEMENTI CENTRAL",0,40,100,2172,2.5
"703","CLEMENTI","CLEMENTI NORTH",180,380,200,2762,1
"704","CLEMENTI","CLEMENTI NORTH",420,830,310,3522,0.879518072289157
"705","CLEMENTI","CLEMENTI NORTH",280,510,290,3072,1.11764705882353
"706","CLEMENTI","CLEMENTI NORTH",730,2450,1830,7142,1.04489795918367
"707","CLEMENTI","CLEMENTI NORTH",1220,3120,1760,8072,0.955128205128205
"708","CLEMENTI","CLEMENTI NORTH",0,50,70,2142,1.4
"709","CLEMENTI","CLEMENTI NORTH",160,370,190,2712,0.945945945945946
"710","CLEMENTI","CLEMENTI NORTH",490,810,250,3492,0.91358024691358
"711","CLEMENTI","CLEMENTI NORTH",280,490,250,2992,1.08163265306122
"712","CLEMENTI","CLEMENTI NORTH",730,2120,1240,6152,0.929245283018868
"713","CLEMENTI","CLEMENTI NORTH",1250,2840,1400,7372,0.933098591549296
"714","CLEMENTI","CLEMENTI NORTH",0,40,70,2132,1.75
"715","CLEMENTI","CLEMENTI WEST",0,30,0,2062,0
"716","CLEMENTI","CLEMENTI WEST",390,670,290,3352,1.01492537313433
"717","CLEMENTI","CLEMENTI WEST",160,310,120,2602,0.903225806451613
"718","CLEMENTI","CLEMENTI WEST",570,1450,1000,5022,1.08275862068966
"719","CLEMENTI","CLEMENTI WEST",540,1310,840,4682,1.05343511450382
"720","CLEMENTI","CLEMENTI WEST",0,20,20,2062,1
"721","CLEMENTI","CLEMENTI WEST",0,30,0,2052,0
